x,y,time
13.31643030864289,52.63195969135736,2015-03-02T22:00:00Z
13.32001377821825,52.63387896999434,2015-03-02T23:00:00Z
13.312945054360435,52.637899653876765,2015-03-03T00:00:00Z
13.311421758147196,52.63752027760378,2015-03-03T01:00:00Z
13.311469069435063,52.63754953471826,2015-03-03T02:00:00Z
13.311490070205961,52.63753042123635,2015-03-03T03:00:00Z
13.311579423281513,52.63747049433097,2015-03-03T04:00:00Z
13.311448557205354,52.63754216419668,2015-03-03T05:00:00Z
13.310996048828542,52.637193913989954,2015-03-03T06:00:00Z
13.311499530073073,52.63754078321345,2015-03-03T07:00:00Z
13.311477785758306,52.63747680166099,2015-03-03T08:00:00Z
13.311479543215546,52.6374398172864,2015-03-03T09:00:00Z
13.311362639572854,52.63764843581733,2015-03-03T10:00:00Z
13.311546392509356,52.63750577201821,2015-03-03T11:00:00Z
13.311369833286824,52.637489916643446,2015-03-03T12:00:00Z
13.311509822354548,52.637570088822756,2015-03-03T13:00:00Z
13.311449905458707,52.637589999999996,2015-03-03T14:00:00Z
13.311566843341268,52.6376092108374,2015-03-03T15:00:00Z
13.311480499768543,52.63747085674856,2015-03-03T16:00:00Z
13.31138912689327,52.63760071436191,2015-03-03T17:00:00Z
13.311480966251235,52.637519275312215,2015-03-03T18:00:00Z
13.311489039927055,52.637538959924534,2015-03-03T19:00:00Z
13.311736693616773,52.63731319239424,2015-03-03T20:00:00Z
13.311231511258526,52.637681511260915,2015-03-03T21:00:00Z
13.308753750154176,52.638480972267935,2015-03-03T22:00:00Z
13.30592071656539,52.637411671988616,2015-03-03T23:00:00Z
13.3046848459678,52.63708426948089,2015-03-04T00:00:00Z
13.302176111681279,52.636951944178534,2015-03-04T01:00:00Z
13.302289613471117,52.636930618447415,2015-03-04T02:00:00Z
13.302189868658637,52.636950328353784,2015-03-04T03:00:00Z
13.302576344618803,52.636811783127136,2015-03-04T04:00:00Z
13.302212275131014,52.6369794944164,2015-03-04T05:00:00Z
13.302368420865271,52.636970000001185,2015-03-04T06:00:00Z
13.302172601968218,52.63698973980431,2015-03-04T07:00:00Z
13.302259303686823,52.637047446858055,2015-03-04T08:00:00Z
13.302230333103967,52.63696016655211,2015-03-04T09:00:00Z
13.302336976070189,52.63692230395749,2015-03-04T10:00:00Z
13.30222,52.63698185887401,2015-03-04T11:00:00Z
13.30216,52.63685495132812,2015-03-04T12:00:00Z
13.302185924801611,52.63689845440724,2015-03-04T13:00:00Z
13.302053723740585,52.63687679040021,2015-03-04T14:00:00Z
13.302368605302778,52.63694980075844,2015-03-04T15:00:00Z
13.302154400946266,52.63698608806499,2015-03-04T16:00:00Z
13.302237489189146,52.63692874459701,2015-03-04T17:00:00Z
13.302319934791711,52.63692986958348,2015-03-04T18:00:00Z
13.302388602311085,52.63691039934086,2015-03-04T19:00:00Z
13.302328326702119,52.63624549800749,2015-03-04T20:00:00Z
13.299806709892533,52.63538431710637,2015-03-04T21:00:00Z
13.296895739047345,52.63447761340835,2015-03-04T22:00:00Z
13.295744014981366,52.63660035801154,2015-03-04T23:00:00Z
13.293282467331561,52.63795280759014,2015-03-05T00:00:00Z
13.288922818778794,52.64170015283402,2015-03-05T01:00:00Z
13.2947305708195,52.640865096237555,2015-03-05T02:00:00Z
13.299159077809103,52.63845685452262,2015-03-05T03:00:00Z
13.304163409760228,52.63558016003786,2015-03-05T04:00:00Z
13.304139004979675,52.635550250151724,2015-03-05T05:00:00Z
13.30393183831466,52.6357777205078,2015-03-05T06:00:00Z
13.30430825102319,52.63573543734475,2015-03-05T07:00:00Z
13.304230462887247,52.63560038573992,2015-03-05T08:00:00Z
13.304387008672677,52.6358487309602,2015-03-05T09:00:00Z
13.304858799193061,52.63523075050685,2015-03-05T10:00:00Z
13.30478743150902,52.635315137008384,2015-03-05T11:00:00Z
