x,y,time
13.264276823770789,52.46344587897235,2014-06-18T02:01:00Z
13.265956220312313,52.462386020180006,2014-06-18T05:01:00Z
13.266002188281922,52.462485078675385,2014-06-18T08:01:00Z
13.265861149296123,52.46261158939829,2014-06-18T11:01:00Z
13.265869741153029,52.46240570417989,2014-06-18T14:01:00Z
13.265006408556152,52.46262072989447,2014-06-18T17:01:00Z
13.266269029219101,52.46080280207809,2014-06-18T20:01:00Z
13.270931399477336,52.46180580639032,2014-06-18T23:01:00Z
13.268691250294347,52.46629495706163,2014-06-19T02:01:00Z
13.259515086937602,52.463836877966386,2014-06-19T05:01:00Z
13.25933932297744,52.46375979690206,2014-06-19T08:01:00Z
13.259422061950549,52.463737049573524,2014-06-19T11:01:00Z
13.259486480098689,52.46388086833283,2014-06-19T14:01:00Z
13.25962214422688,52.4650638972238,2014-06-19T17:01:00Z
13.267352567179426,52.46011052661054,2014-06-19T20:01:00Z
13.271634477445632,52.464066403362544,2014-06-19T23:01:00Z
13.270233473483092,52.46775869521058,2014-06-20T02:01:00Z
13.259389836624736,52.463964744324606,2014-06-20T05:01:00Z
13.259688851759938,52.46383616906959,2014-06-20T08:01:00Z
13.259212607760263,52.463774068894,2014-06-20T11:01:00Z
13.25930951316591,52.46388627933865,2014-06-20T14:01:00Z
13.259478346147787,52.46394870161082,2014-06-20T17:01:00Z
13.269595121653245,52.460079970015826,2014-06-20T20:01:00Z
13.278071052867007,52.469674465662095,2014-06-20T23:01:00Z
13.26272382836981,52.46741960415197,2014-06-21T02:01:00Z
13.259313571560558,52.463902176021286,2014-06-21T05:01:00Z
13.259324456642938,52.463903038529864,2014-06-21T08:01:00Z
13.259282641088854,52.463835881730375,2014-06-21T11:01:00Z
13.25940383905152,52.46389355224499,2014-06-21T14:01:00Z
13.260916345239112,52.464377582741314,2014-06-21T17:01:00Z
13.271956243202396,52.461178986930705,2014-06-21T20:01:00Z
13.27014367312902,52.46310724010366,2014-06-21T23:01:00Z
13.26948617908849,52.46469297700414,2014-06-22T02:01:00Z
13.259622388669255,52.463873004749196,2014-06-22T05:01:00Z
13.259468174810673,52.46389906374385,2014-06-22T08:01:00Z
13.259303125057063,52.4637148971623,2014-06-22T11:01:00Z
13.259390431732118,52.46381333898882,2014-06-22T14:01:00Z
13.259961622682095,52.463962580259235,2014-06-22T17:01:00Z
13.26623718428869,52.46198804707154,2014-06-22T20:01:00Z
13.273483233461803,52.46608407756367,2014-06-22T23:01:00Z
13.273895383030482,52.4602908184413,2014-06-23T02:01:00Z
13.259430666716229,52.46397099241079,2014-06-23T05:01:00Z
13.259378371101114,52.463783336634066,2014-06-23T08:01:00Z
13.259382447500403,52.463902207268276,2014-06-23T11:01:00Z
13.259411547334516,52.463798183687835,2014-06-23T14:01:00Z
13.261396919073634,52.464131155910444,2014-06-23T17:01:00Z
13.268535511139778,52.458980717434336,2014-06-23T20:01:00Z
13.265694745648437,52.45773360327496,2014-06-23T23:01:00Z
13.272033396081232,52.461675953603965,2014-06-24T02:01:00Z
13.259420841502077,52.46387670477463,2014-06-24T05:01:00Z
13.259457204300489,52.463954239118806,2014-06-24T08:01:00Z
13.259243308012186,52.464101727626414,2014-06-24T11:01:00Z
13.2592607640245,52.46388650099409,2014-06-24T14:01:00Z
13.259730220292095,52.46170481545804,2014-06-24T17:01:00Z
13.268899955411301,52.45997702426607,2014-06-24T20:01:00Z
13.267021493768274,52.45953565498236,2014-06-24T23:01:00Z
13.276721246719255,52.46561102102212,2014-06-25T02:01:00Z
13.26190878492682,52.46245855010715,2014-06-25T05:01:00Z
13.263886945699618,52.46038723827037,2014-06-25T08:01:00Z
13.263975833781895,52.46022422436868,2014-06-25T11:01:00Z
13.262650491266083,52.461583970272336,2014-06-25T14:01:00Z
13.262608900260723,52.46099274443096,2014-06-25T17:01:00Z
13.262314894721298,52.464999535792735,2014-06-25T20:01:00Z
13.27812795721886,52.470111150539616,2014-06-25T23:01:00Z
13.271753886980017,52.461419623025314,2014-06-26T02:01:00Z
13.26272140733168,52.46086708287882,2014-06-26T05:01:00Z
13.262480730644548,52.46074004531216,2014-06-26T08:01:00Z
13.25926315445435,52.463860980234536,2014-06-26T11:01:00Z
13.259268402031585,52.463780407110384,2014-06-26T14:01:00Z
13.259320659376503,52.46396009753523,2014-06-26T17:01:00Z
13.268759599468195,52.459628261798784,2014-06-26T20:01:00Z
